"product_type","product_name","product_description","insurance_type"
"Life","HLA Vital Secure","Non-Participating | Available via Life Advisor
Specifically designed for those facing difficulty in obtaining coverage due to health issues, gain protection against major critical illnesses and others.
Life ProtectionCritical Illness ProtectionDisability Protection","Life Insurance"
"Life","Secure100","Non-Participating | Available via Life Advisor
Keep yourself secure with guaranteed lifetime financial protection up to age 100 with multiple payment choices that cater to your own preferences.
Life ProtectionLegacy PlanningDisability Protection","Life Insurance"
"Life","HLA Stackable","Non-Participating | Available via Online
A Perlindungan Tenang plan that starts from RM5 per year and allows you to stack up your coverage when you need it. Available online.
Life ProtectionAccident ProtectionDisability ProtectionIncome ReplacementAffordable Starter Plan","Life Insurance"
"Life","HLA Stackable (Package Plans)","Non-Participating | Available via Online
A Perlindungan Tenang plan that starts from RM50 per year and allows you to stack up your coverage when you need it. Available online.
Life ProtectionAccident ProtectionDisability ProtectionIncome ReplacementAffordable Starter Plan","Life Insurance"
"Life","Term Cover 10","Non-Participating | Available via Online
10-year life protection plan up to RM500,000 with the option to convert or renew without underwriting. Available online.
Life ProtectionDisability ProtectionAffordable Starter Plan","Life Insurance"
"Life","Total Cover Package","Non-Participating | Available via Online
10-year insurance combo that covers life, critical illness and hospitalisation income, with the option to renew without underwriting. Available online.
Life ProtectionDisability ProtectionIncome ReplacementAffordable Starter Plan","Life Insurance"
"Life","HLA Beyond Cancer Plan","Investment-Linked | Available via Life Advisor
Specially designed for the warriors who have survived cancer. Get the life and 10 major critical illness protection that you deserve.
Critical Illness ProtectionLife Protection","Life Insurance"
"TBD (CI/Medical/H&P)","HLA FiT 3 Medi‑Income","Non-Participating | Available via Life Advisor
A hospital income plan that offers you daily cash up to RM2,000 when you’re hospitalised, while also rewarding you for staying active and fit.
Medical ProtectionDisability ProtectionIncome ReplacementAffordable Starter Plan","Life Insurance"
"TBD (CI/Medical/H&P)","HLA MediShield III Rider","Non-Participating | Available via Life Advisor
A medical plan that covers hospitalisation expenses with no-claim incentive, and auto-increase on Room & Board limit with a refund feature for unutilised Room & Board benefits.
Medical Protection","Life Insurance"
"TBD (CI/Medical/H&P)","180 CI Care Rider","Investment-Linked | Available via Life Advisor
A critical illness plan that protects against 180 conditions in multi-stages, as well as Ancillary Benefits for conditions such as Angioplasty, Diabetes and Mental Illness. Multiple payments of up to 850% of your sum assured.
Critical Illness Protection","Life Insurance"
"TBD (CI/Medical/H&P)","Junior CI Care","Rider | Available via Life Advisor
Protect your child against 16 juvenile critical illnesses and auto-extend to 48 critical illnesses once your child reaches age 16. Also comes with hospitalisation benefits.
Critical Illness ProtectionIncome Replacement","Life Insurance"
"TBD (CI/Medical/H&P)","Cancer Shield Care","Non-Participating | Available via Online
A 3-in-1 plan that covers you against death, Total and Permanent Disabilty (TPD) and cancer. Also covers multiple stages of cancer up to 300% sum assured. Available online.
Critical Illness ProtectionMedical ProtectionAffordable Starter Plan","Life Insurance"
"TBD (CI/Medical/H&P)","Hospital Shield Plus","Non-Participating | Available via Online
10-year hospitalisation income plan up to RM300 per day and double up for hospitalisation due to cancer, with the option to renew without underwriting. Available online.
Critical Illness ProtectionMedical ProtectionIncome ReplacementAffordable Starter Plan","Life Insurance"
"TBD (CI/Medical/H&P)","Hospitalisation Income Shield","Non Participating | Available via Online
A hospitalisation income plan up to RM300 per day with 5% increase per year, added with monthly income allowance and compassionate benefit. Get back 70% of total premiums paid at maturity. Available online.
Life ProtectionAccident ProtectionMedical ProtectionIncome Replacement","Life Insurance"
"TBD (CI/Medical/H&P)","Congenital Care Rider","Rider | Available via Life Advisor
Protect your unborn child as early as 13 weeks of gestation against 15 congenital conditions, and allowance for neonatal jaundice or in neonatal ICU/HDU.
PregnancyLady Protection","Life Insurance"
"TBD (CI/Medical/H&P)","Lady Shield Rider","Rider | Available via Life Advisor
Specially designed for ladies to protect against cancer, female-specific illnesses and many more. Options to enhance the plan with pregnancy care and maternity benefits.
Lady ProtectionCritical Illness ProtectionIncome Replacement","Life Insurance"
"Savings/Investment","HLA Venture Invest II","Investment-Linked | Available via Life Advisor
A single premium investment-cum-protection plan that allows you to invest in a wide range of funds with unique benefits & risks.
Savings & Wealth PlanningRetirement Planning","Life Insurance"
"Savings/Investment","HLA Wealth Grow Plus","Investment-Linked | Available via Life Advisor
An investment-linked plan that gives your child a head start in education savings as early as 13th week of gestation. Access to a comprehensive range of riders to enhance protection.
Savings & Wealth PlanningEducation SavingsLife Protection","Life Insurance"
"H&P","HLA Festive Protect","Non-Participating | Available via Life Advisor
A 20-year non-participating insurance plan that covers coma, accidental death or Total and Permanent Disability (TPD), with 20x coverage during major festive seasons.
Accident ProtectionAffordable Starter Plan","Life Insurance"
"H&P","Active Lifestyle Protector","Non-Participating | Available via Online
A 5-year plan that protects against death, daily hospitalisation income, loss of travel documents and emergency medical evacuation and repatriation benefits. Available online.
Accident ProtectionLife ProtectionIncome ReplacementAffordable Starter Plan","Life Insurance"
"H&P","HLA FiT 2 Protect","Non-Participating | Available via Life Advisor
A disability protection plan that offers you lump sum payment and income, while also rewarding you for staying active and fit.
Disability ProtectionAffordable Starter Plan","Life Insurance"
"H&P","Disability Lump Sum Rider","Rider | Available via Life Advisor
A disability plan that pays a lump sum in case of a disability during your prime years or golden years, covers up to age 100.
Old Age Protection","Life Insurance"
"Savings/Investment","HLA Prime Secure","Investment-Linked | Available via Life Advisor
An investment-linked packaged plan that provides life protection and builds your financial stability, with an easy and hassle-free enrolment.
Savings & Wealth PlanningEducation SavingsRetirement PlanningLife Protection","Life Insurance"
"Life","HLM Takaful i-Salam","Basic Plan | Sign up via HLMT Serv portal
Protection against death and disability
Hassle-free enrolment
Affordable contribution
Death ProtectionDisability Protection","Family Takaful"
"Life","HLM Takaful Tenang & Tenang 75","Basic Plan | Sign up via HLMT Serv portal
Hassle-Free Renewals
Increasing coverage upon each renewal
Affordable contribution
Death ProtectionDisability Protection","Family Takaful"
"Life","HLM Takaful i-Flexi Protect","Basic Plan with Rider | Sign up via HLM Takaful agents
Protection against death​
14 additional riders to enhance your protection​
Flexibility in determining your coverage term​
Death ProtectionMedical Coverage","Family Takaful"
"Life","HLM Takaful i-Heritage Protector","Basic Plan with Rider | Sign up via HLM Takaful agents
Increasing death benefit coverage by 10% every 10 years
High level of protection starting from RM500,000
Flexibility in customising your own plan
Death Protection Legacy","Family Takaful"
"Life","HLM Takaful i-Kudrat","Basic Plan | Sign up via HLM Takaful agents
Hassle-free enrolment
Long-term coverage until age 80
Lump sum payment at maturity
Senior PlanDeath Protection","Family Takaful"
"Life","HLM Takaful i-AcciPlus","Basic Plan | Sign up via HLM Takaful agents
Comprehensive accidental protection
Hassle-free enrolment
100% contribution refund at maturity
Accidental ProtectionComa Benefit","Family Takaful"
"CI/H&P/Medical","HLM Takaful i-Critical Care","Basic Plan | Sign up via HLMT Serv portal
Covers 5 main critical illnesses
Hassle-free enrolment
Affordable contribution
Critical IllnessAffordable Contribution","Family Takaful"
"CI/H&P/Medical","HLM Takaful i-Hospital Care","Basic Plan | Sign up via HLMT Serv portal
Cash benefit up to RM500 per day
Hassle-free enrolment
Affordable contribution
Hospital Cash BenefitAffordable Contribution","Family Takaful"
"CI/H&P/Medical","HLM Takaful FiT CI","Basic Plan | Sign up via HLM Takaful agents
Covers 10 major critical illnesses
Be rewarded for staying healthy
Hassle-free enrolment
Critical IllnessAffordable Contribution","Family Takaful"
"Savings/Investment","HLM Takaful i-Jauhar","Basic Plan | Sign up via HLM Takaful agents
Living Assistance Payout up to 300%
Protection against death and disability​
Flexible Payment Term
SavingsDeath ProtectionDisability Protection","Family Takaful"
"Savings/Investment","HLM Takaful i-Care Hasanah Privilege","Basic Plan with Rider | Sign up via HLM Takaful agents
Protection for death and disability
Rider to accumulate your yearly savings
Various investment funds
SavingsDeath ProtectionDisability Protection","Family Takaful"
"Savings/Investment","HLM Takaful Alpha Saver","Basic Plan | Sign up via HLMT Serv portal
Affordable contribution as low as RM50/month
Hassle-free enrolment
Cash payments every 5 years
SavingsAffordable Contribution","Family Takaful"
"Savings/Investment","HLM Takaful Premier Growth","Basic Plan | Sign up via HLM Takaful agents
Single contribution plan
Hassle-free enrolment
Protection against death and disability​
SavingsDeath ProtectionDisability Protection","Family Takaful"
"Savings/Investment","HLM Takaful i-EduSave Genius","Basic Plan with Rider | Sign up via HLM Takaful agents
Coverage during prenatal and infancy period
Cash payout upon reaching milestone in the child's life​
Options to determine maturity payout amount
SavingsEducation Pre-birth Coverage","Family Takaful"
"Scraped at",":","2024-07-19 16:21 +08",""
