"product_type","product_name","product_description","insurance_type"
"Home","Houseowner and Householder Takaful","Protect the building of your home and its contents (with a Shariah-compliant plan), so that you don’t have to pay for damage and losses.

15% rebate when you apply online

Coverage against damages caused by fire, lightning, and domestic explosions

Coverage against damage caused by floods and landslides

Coverage for landlords

Cash back when you make no claims
","General Takaful"
"Home","MyRumah Insurance","Protect your home, its contents and more.

Get 15% off when you purchase online.

Coverage against damages caused by fire, lightning, and domestic explosion.

Coverage against damages caused by flood, storm and more
","General Insurance"
"Home","MyRumah Takaful","Protect your home, its contents and more.

15% rebate when you sign-up online

Coverage against damages caused by fire, lightning, and domestic explosion

Coverage against damages caused by flood, storm and more
","General Takaful"
"Home","Etiqa Home Secure Insurance","New Covers loss or damage to your building and/or contents caused by any of the following:

Flood

Fire

Lightning

Theft and many other unfortunate events
","General Insurance"
"Home","Etiqa Takaful Home Secure","New Covers loss or damage to your building and/or contents caused by any of the following:

Flood

Fire

Lightning

Theft and many other unfortunate events
","General Takaful"
"Misc.","PAWer Insurance","


Cashless admission to panel veterinary clinics & pet wellness centres

Veterinary and surgical coverage

Burial or cremation coverage

Third party liability coverage
","General Insurance"
"Life","e-Takaful Hayat","New This plan is available on aQme App. Download now to enjoy the following benefits:

Flexible Coverage

Affordable Contribution

Easy Application

Compassionate Benefit
","Family Takaful"
"Life","Etiqa Term Plus","New Exclusive plan for EPF Member

Direct withdrawal from EPF Account

Guaranteed Approval

Flexible Coverage

Coverage for death & disability and much more.
","Life Insurance"
"Life","Etiqa Term Takaful Plus","New Exclusive plan for EPF Member

Direct withdrawal from EPF Account

Guaranteed Approval

Flexible Coverage

Coverage for death & disability and much more.
","Family Takaful"
"Life","i-Care OKU","New A takaful plan designed for disabled persons (OKU)

Guaranteed approval

Affordable contribution

Provides cover for individuals with more than 1 disability

Get payout upon diagnosis and hospitalisation due to Dengue, COVID-19 and more
","Life Insurance"
"Life","Etiqa Term Secure Insurance","New An insurance term plan you can purchase via direct online withdrawals from your EPF Account.

Direct from EPF Account

Guaranteed Approval

Affordable Premium

Coverage for Death & Disability
","Life Insurance"
"Life","Etiqa Term Secure Takaful","New A takaful term plan you can sign-up for via direct online withdrawals from your EPF Account.

Direct from EPF Account

Guaranteed Approval

Affordable Contribution

Coverage for Death & Disability
","Family Takaful"
"Life","i-Secure Takaful","The plan that gives a lump sum payment to the beneficiary in the event of death during the period of cover

No medical examinaton

Flexible plans to suit your need

Coverage from 21 to 75 years old

Death & TPD benefit
","Family Takaful"
"Life","Ezy-Life Secure Insurance","The plan that gives you the flexibility to choose the benefit amount, tenure and the frequency of payments per year

Premiums remain unchanged

Death and disability benefit

Flexible frequency of payments

Flexible tenure of benefit
","Life Insurance"
"Life","Ezy-Secure Insurance","The plan that gives a lump sum payment to the beneficiary in the event of death during the period of cover

No medical examination

Flexible plans to suit your need

Coverage from 21 to 80 years old

Death & Total Permanent Disability benefit
","Life Insurance"
"Life","i-DoubleSecure Takaful","The plan that provides double the benefits if death or Total Permanent Disability is caused by an accident

Eligibility from 17 to 55 years old

Death & Total Permanent Disability benefit

Choose from three coverage sums
","Family Takaful"
"Life","Mawaddah II Takaful","An affordable protection plan to prepare your hibah.

Instant Approval

Affordable Contribution

Compassionate Benefit

Coverage for accidents
","Family Takaful"
"Life","AafiahCare Takaful","New An affordable plan to cover 68 Critical Illnesses.

68 Critical Illness coverage

Coverage includes mental illness, diabetes mellitus and angioplasty

5% cash payout for Critical Illness Care benefit

Khairat benefit of RM5,000
","Family Takaful"
"Life","Etiqa Life Secure Insurance","The plan that helps your business survive the financial consequences of losing a key person

Death and disability benefit

Premiums remain unchanged over the tenure

Benefit tenure flexibility
","Life Insurance"
"Life","Enrich Life Plan Insurance","The versatile plan that lets you customise your and your family’s insurance coverage.

Choose from 13 riders to customise your coverage

Rider for female illnesses

Rider for critical illnesses

Rider for junior critical illnesses

Maternity rider
","Life Insurance"
"Life","Prisma Takaful","The plan that provides coverage for your family from just RM50/month

Choose from 6 riders to customise your coverage

Eligibility entry age from 19 to 60 years

Get cash back when you make no claims
","Family Takaful"
"Savings","MaxiW3alth","It’s never too early to start thinking about how you want to share your wealth with your loved ones and safeguard their future.

Guaranteed Approval

Guaranteed Annual Cash Payouts

Retirement Celebration Benefit

Maturity Payout

Flexible Premium Payment Terms & Maturity Age

Death and TPD Coverage
","Life Insurance"
"Savings","Aatifa","A flexible and affordable Takaful Savings plan from just RM100 a month 

Maturity Cash Benefit

Regular Cash Payouts

Guaranteed Approval

Death Coverage

Accidental Death Benefit
","Life Insurance"
"Savings","Triple Growth Insurance","A short term commitment plan help your savings work harder to maximise your yearly returns

Short Premium Payment Term

Guaranteed Interim Cash Payment (ICP)

Death and total permanent disability benefits

Maturity benefit
","Life Insurance"
"Savings","Harmoni Takaful","A protection plan with a flexible savings plan from just RM70 a month

Get cashback when you make no claims

Partial withdrawal features

Boost your protection with nine protection riders

Death and total permanent disability benefits

Maturity benefit
","Family Takaful"
"Savings","Karisma Takaful","Takaful-compliant coverage and savings plan with flexible coverage and cash payout every 2 years

Get cashback when you make no claims

Savings for the future

Boost your protection with eight protection riders

Death and total permanent disability benefits

Maturity benefit
","Family Takaful"
"Savings","Aspire Insurance","Save for your child’s future tertiary education and get them covered with death and permanent disability (TPD) benefits

Cash reward for academic excellence

Insurance coverage for death and permanent disability (TPD)

Maturity benefit
","Life Insurance"
"Investment","SecurePro","SecurePro, an investment-linked plan with 15 unique riders offer you the flexibility to support your lifestyle and evolving needs while staying protected at all times.

Comprehensive Rider Add-ons

Multiple Coverage Term Options

Milestone Celebration Benefit

No Lapse Guarantee

Loyalty Bonus and more
","Life Insurance"
"Investment","FlexiPro Insurance","Maximise your returns & stay protected with flexible options

Access To A Variety Of Funds

Guaranteed Approval

Maximise Your Investment

Flexibility

Death and TPD Coverage
","Life Insurance"
"Investment","SecureLink Insurance","A flexible protection plan with an investment-linked feature.

Comprehensive add-ons

Continuous cover after TPD

Loyalty bonus every 3 years

Death & TPD benefit
","Life Insurance"
"Investment","Hadiyyah Takafulink","The plan that rewards with incremental cash payout that help boost the growth of your savings.

Guaranteed approval for coverage up to RM200,000

Benefits for Aqiqah, Khatam & Qurban

Maturity payout benefit

Death & TPD benefit

Get cashback when you make no claims
","Family Takaful"
"Investment","MaxiPro Insurance","A plan that yields more savings.

Guaranteed approval

Guaranteed annual cash payout

Maturity payout benefit

Guaranteed insurance charge rates

Flexible premium payment and policy terms
","Life Insurance"
"Investment","Mahabbah Takafulink","The takaful investment plan that helps you ensure the dreams for your loved ones can be achieved even when you are no longer around.

Get cashback when you make no claims

No medical examination

Disability care payout

Flexible payment tenures
","Family Takaful"
"Investment","MegaPlus Insurance","The investment-linked plan that secures the lifestyle of your family.

Wealth distribution directly to your nominated loved one(s)

Long-term coverage

Loyalty bonus units

No medical examination

It’s easy to manage your legacy plans with flexible payment tenures of 5, 10, 15, or 20 years, or payment tenures to match the policy term.
","Life Insurance"
"Investment","ElitePlus Takafulink","Comprehensive coverage to add colour in your life.

Comprehensive Add-ons

Continuous Cover benefit

Loyalty Bonus

Death and Disability benefit
","Family Takaful"
"H&P","RAHMAH PA Insurance","New Essential Insurance coverage at RAHMAH premium

Lump sum cash payout of up to RM80,000 for accidental death or permanent disability

Affordable premium from as low as RM3/month

Flexibility coverage

Funeral allowance benefit
","General Insurance"
"H&P","RAHMAH PA Takaful","New Essential Takaful coverage at RAHMAH contribution

Lump sum cash payout of up to RM80,000 for accidental death or permanent disability

Affordable contribution from as low as RM3/month

Flexibility coverage

Funeral allowance benefit
","General Takaful"
"H&P","OTO 360 Takaful","A standalone personal accident plan designed for all private car vehicle drivers regardless of the motor coverage provider.

10% instant rebate when you apply online

24-hour breakdown assistance

Unlimited FREE towing service

Covers death or permanent disability of up to RM50,000
","General Takaful"
"H&P","OTO 360 Insurance","A standalone personal accident plan designed for all private car vehicle drivers regardless of the motor coverage provider.

10% instant rebate when you apply online

24-hour breakdown assistance

Unlimited FREE towing service

Covers death or permanent disability of up to RM50,000
","General Insurance"
"H&P","Buddy PA Insurance","Accident coverage for sport enthusiasts, victims of crime, women and family.

25% off when you buy online

Hospital cash allowance

Death and permanent disability benefit

Reimbursement for medical expenses
","General Insurance"
"H&P","Takaful Buddy PA","Accident coverage for sport enthusiasts, victims of crime, women and family

Get cash back when you make no claims

25% off when you apply online

Hospital Cash Allowance

Death and permanent disability benefit

Reimbursement for medical expenses
","General Takaful"
"H&P","RiderCare PA Insurance","Personal accident plan that will help ease your financial burden.

From only 6 sen a day

RM500 cash allowance

Accidental death and disability benefit
","General Insurance"
"H&P","RiderCare PA Takaful","Personal accident shariah-compliant plan that will help ease your financial burden.

From only 6 sen a day

RM500 cash allowance

Accidental death and disability benefit
","General Takaful"
"H&P","Car Accident Protection Special Insurance","Accident coverage for drivers and passengers

Covers passengers from 3 to 70 years old

Death and permanent disability benefit

Reimbursement for medical expenses
","General Insurance"
"H&P","Takaful Private Car Driver & Passenger","Accident coverage for drivers and passengers

Get cash back when you make no claims

Covers passengers from 5 to 70 years old

Death and permanent disability benefit

Reimbursement for medical expenses
","General Takaful"
"H&P","Flexi PA Insurance","Comprehensive on-the-road protection against car accidents as low as RM0.20 sen per day

No medical examination required

Hospital confinement allowance

Death and total permanent disability benefit

24/7 Worldwide coverage
","General Insurance"
"H&P","Takaful Flexi PA","Comprehensive on-the-road protection against car accidents as low as RM0.20 sen per day

Get cash back when you make no claims

No medical examination required

Hospital confinement allowance

Death and total permanent disability benefit

24/7 Worldwide coverage
","General Takaful"
"H&P","Mega PA Insurance","Four personal accident plans that provide a range of benefits in case of accidents and crime.

Coverage for children and adults

Death and permanent disability benefit

Cash allowance for hospital expenses
","General Insurance"
"H&P","Mega PA Takaful","Four personal accident plans that provide a range of benefits in case of accidents and crime.

Get cash back when you make no claims

Coverage for children and adults

Death and permanent disability benefit

Cash allowance for hospital expenses
","General Takaful"
"H&P","Femina Special Takaful","A comprehensive protection plan created with women in mind

Get cash back when you make no claims

Female cancers coverage

Death due to maternity complications

Facial reconstructive surgery or dental treatment due to accidents

Skin grafting due to accident and/or burns
","General Takaful"
"H&P","Cash Care PA Insurance","An accident plan that adds value to your car insurance coverage

Death and permanent disability benefits for driver and passengers

24-hour breakdown assistance

Unlimited free towing service

RM500 cash allowance
","General Insurance"
"H&P","Takaful Cash Care PA","An accident plan that adds value to your car insurance coverage

Death and permanent disability benefits for driver and passengers

Get cash back when you make no claims

24-hour breakdown assistance

Unlimited free towing service

RM500 cash allowance
","General Takaful"
"Savings/Investment","Aspire Insurance","Save for your child’s future tertiary education and get them covered with death and permanent disability (TPD) benefits

Cash reward for academic excellence

Insurance coverage for death and permanent disability (TPD)

Maturity benefit
","Life Insurance"
"Savings/Investment","Madani","The education plan that helps to protect and ease the burden of education costs.

Education Cash Payouts

Education Celebration Payout

Maturity Payout(s)

Multiple Contribution Payment Term Options

Multiple Maturity Age Options

Death and TPD Coverage
","Life Insurance"
"H&P/Medical/CI","MEDIC eDGE Takaful","A comprehensive medical plan that provides the protection you deserve from the start.

No Lifetime Limit

Guaranteed Renewal

Two Deductible Options

Etiqa+ App
","Family Takaful"
"H&P/Medical/CI","Etiqa Critical Care Plus","New Exclusive plan for EPF Member

Direct withdrawal from EPF Account

No medical check-up

Flexible coverage

Covers 42 Critical Illnesses and much more.
","Life Insurance"
"H&P/Medical/CI","Etiqa Critical Care Takaful Plus","New Exclusive plan for EPF Member

Direct withdrawal from EPF Account

No medical check-up

Flexible coverage

Covers 42 Critical Illnesses and much more.
","Family Takaful"
"H&P/Medical/CI","OneMedical","New A medical plan that provides hospital and surgical benefits, and cashless admission.

5% discount for a family package

Cashless hospital admission

Affordable premium

No medical check-up required
","Life Insurance"
"H&P/Medical/CI","OneMedical Takaful","New A medical plan that provides hospital and surgical benefits, and cashless admission.

5% discount for a family package

Cashless hospital admission

Affordable contribution

No medical check-up required
","Family Takaful"
"H&P/Medical/CI","EasyMedic","A medical plan that provides hospital and surgical benefits, and cashless admission for your family.

5% discount for a family package

Cashless hospital admission

Affordable premium

No medical check-up required
","Life Insurance"
"H&P/Medical/CI","Etiqa Critical Care Insurance","New A critical illness plan you can purchase via direct online withdrawals from your EPF Account.

Direct from EPF Account

Covers 39 critical illnesses

Affordable premium

No medical check-up required
","Life Insurance"
"H&P/Medical/CI","Etiqa Critical Care Takaful","New A critical illness plan you can sign-up for via direct online withdrawals from your EPF Account.

Direct from EPF Account

Covers 39 critical illnesses

Affordable contribution

No medical check-up required
","Family Takaful"
"H&P/Medical/CI","e-CancerCare Insurance","New A plan that provides coverage for early stage and major cancer treatments.

Cash payout for early stage cancers, including carcinoma in situ

150% cash payout upon diagnosis of advanced cancer

Coverage from 21 cent a day

No medical check-up required
","Life Insurance"
"H&P/Medical/CI","e-CancerCare Takaful","A shariah-compliant plan that provides coverage for early stage and major cancer treatments.

Cash payout for early stage cancers, including carcinoma in situ

150% cash payout upon diagnosis of advanced cancer

Coverage from 21 cent a day

No medical check-up required
","Family Takaful"
"H&P/Medical/CI","Medical Plus Insurance","A hospital and surgical insurance plan that provides comprehensive medical coverage, unlimited lifetime cover and a high annual limit.

Hospital admission without payment

Inpatient and outpatient benefits

High lifetime coverage limit
","Life Insurance"
"H&P/Medical/CI","Medical Plus Takaful","A hospital and surgical insurance plan that provides comprehensive medical coverage, unlimited lifetime cover and a high annual limit.

Get cash back when you make no claims

Hospital admission without payment

Inpatient and outpatient benefits

High lifetime coverage limit
","Family Takaful"
"H&P/Medical/CI","IL Medical Plus Insurance","A medical benefit add-on (to selected investment-linked plans), to supplement your employment medical coverage.

High annual coverage limit

Choice of premium with Deductible option

No lifetime limit
","Life Insurance"
"H&P/Medical/CI","IL CI Plus Insurance","A comprehensive plan that covers 68 illnesses and diseases.

Mental Illness

Cancer

Stroke

Heart Disease
","Life Insurance"
"H&P/Medical/CI","IL Cancer Shield Insurance","Comprehensive cover for Early and Advanced Stages Cancer.

Early Cancer Benefit

100% Bounce-Back

200% Cash Payout
","Life Insurance"
"H&P/Medical/CI","IL Female Essential Insurance","A comprehensive critical illness coverage just for ladies.

Female Related Illness Coverage

Female Related Cancer Benefit

100% Bounce-Back

Maternity Benefit
","Life Insurance"
"H&P/Medical/CI","Takafulink Medical Plus","Comprehensive Medical Care for better and brighter days ahead.

High Coverage Limit

Deductible Cover

Etiqa Smile App
","Family Takaful"
"TBD","Mortgage Reducing Term Assurance (MRTA)","An insurance coverage that helps to take care of your outstanding housing loan amount in case of any unfortunate event happen to you

Death Benefit

Total and Permanent Disability Benefit (TPD)
","Conventional"
"TBD","Mortgage Reducing Term Takaful (MRTT)","A takaful coverage that helps to take care of your outstanding home financing amount in case of any unfortunate event happen to you

Death Benefit

Total and Permanent Disability Benefit (TPD)
","Takaful"
"TBD","Long Term Fire Insurance (LTFI)","A basic insurance coverage for your home building

Cover for fire, lightning and explosion

Optional add-on coverage for your home
","Conventional"
"TBD","Long Term Fire Takaful (LTFT)","A basic fire takaful coverage for your home building

Cover for fire, lightning and explosion

Optional add-on coverage for your home
","Takaful"
"Scraped at",":","2024-08-31 16:56 +08",""
