"product_type","product_name","product_description","insurance_type"
"Savings","Wealth Multiplier","Why Do You Need Wealth Multiplier?
What Do You Get from Wealth Multiplier?
Guaranteed survival benefit options of once every year OR once every 3 years
Multiple choice of policy terms
100% of the Basic Sum Assured upon maturity... and more
Savings for Your Future
What Are the Benefits of Wealth Multiplier?
Guaranteed Survival Benefit
Maturity Benefit
Death Benefit
Total and Permanent Disability Benefit","Life Insurance"
"H&P","LadyCare","What is LadyCare?
LadyCare Benefits
A. Female Illness Benefits
B. Golden Year Benefit (Benefit will commence upon attaining age 50)
C. Periodic Health Assessment Benefit (Every 3 Years)
What are the benefits of this medical insurance?
Coverage for Pregnancy Complications
Congenital Anomalies
Neonatal Death
Schedule of Benefits
Description of Benefits
Ringgit Malaysia (RM)
Without Maternity
 Benefit
With Maternity
 Benefit
I) Benefits
A. Female Illness Benefit
B. Golden Year Benefit (The benefit shall commence upon attained age 50)
C. Periodic Health Assessment Benefit
Reimbursement up to 0.5% of Rider Sum Assured (Every 3 years)
D. Optional Benefits (Maternity Benefit) (The benefit shall cease upon attained age 45)","Life Insurance"
"H&P","MaxHealth Plan","How Comprehensive is the MaxHealth Plan?
No Overall Lifetime Limit
High Annual Limit
Outpatient Dengue Fever Treatment
Alternative Medicine
Extensive Network of Panel Hospitals
Flexible & Tailored To Your Needs
Hassle-free Hospital Admissions
Get Rewarded With Room & Board Benefit Increase
Lifelong Coverage Up To Age 100
Covered for Life
What are the benefits of this medical insurance?
Flexible & Tailored To Your Needs
Get Rewarded With Room & Board Benefit Increase
Hassle-free Hospital Admissions
Lifelong Coverage Up To Age 100
No Overall Lifetime Limit
High Annual Limit
Outpatient Dengue Fever Treatment
Alternative Medicine
Extensive Network of Panel Hospitals","Life Insurance"
"H&P","MYEarly CriticalAid","Protect yourself at different stages of illnesses
Comprehensive coverage for critical illnesses at different stages
Covers a total of 108 critical illnesses
Additional benefit for angioplasty and other invasive treatments for coronary artery disease and diabetic complications
Optional cancer recovery benefit
No waiting period between claims
Pays benefit for multiple critical illness categories
Staged Critical Illness Benefit*
Multiple Claims
Special benefits**
optional benefit**
For more info please call:
+603-7652 3388","Life Insurance"
"TBD","Group Term Life (GTL)","Key Benefits
Why Choose Us?","Life Insurance"
"TBD","MediGap Care","The MediGap Care advantage
Multiple choice of plan
Affordable premium
Continuous coverage
Peace of Mind upon age 60
Extra coverage
MediGap Care Medical Plan Benefits
Enhanced Medical Coverage
Comprehensive Protection
Seamless Continuity
Post-Retirement Security
Dependents Coverage
Hospitalisation and Surgical Benefits
 Pre-Hospitalisation Benefits
 Post-Hospitalisation Benefits
 Outpatient Treatment Benefits
 Other Benefits
 Limits
 Deductible Option","Life Insurance"
"TBD","SME Care+","What benefits does SME Care+ offer?
Group Term Life (GTL) Scheme Benefits
Group Hospitalisation & Surgical (GHS) Scheme Benefits","Life Insurance"
"TBD","MyCritical Cover","Affordable Protection for Life's Unpredictabilities
Why MyCritical Cover is Your Best Choice
Critical Illness Coverage
Guardian Allowance Benefit
Start Your Worry-Free Journey Today
18 - 45 years old
(age next birthday)
Yearly renewable, expires on the policy anniversary when the Life Assured turns 70 years old
(age next birthday)
Minimum RM10,000
 Maximum RM250,000","Life Insurance"
"TBD","MyHospital Benefit","Supplementing your daily expenses for a speedy recovery
Daily Cash Allowance for Hospitalisation
Double Daily Cash Allowance for Hospitalisation due to Accidental Causes
Triple Daily Cash Allowance for ICU Admission","Life Insurance"
"TBD","MyLife Protect","Protect Your Future
Coverage for Death
Coverage for Total and Permanent Disability (TPD)
Flexibility of Policy Term 10, 20 or 30 years","Life Insurance"
"Scraped at",":","2024-07-06 13:38 +08",""
