"product_type","product_name","product_description","insurance_type"
"Savings/Investment","ProtectSecure-i Murni","A regular contribution family plan

Simplified underwriting

Great way to save for Hajj or Umrah financial needs

Perform good deeds through waqaf

Protection with financial savings

Flexibility to make partial withdrawal
","Family Takaful"
"Savings/Investment","GoldenCare-i Style","A single contribution investment-linked plan

Satisfy your risk appetite

Investment-linked funds to match your needs

Access your money at any time
 
","Family Takaful"
"Savings/Investment","GoldenSecure-i Style","A single contribution investment-linked plan 

Maximise your investment potentials

Satisfy your risk appetite 

Access your money at any time
","Family Takaful"
"Savings/Investment","FlexiCare-i Plus","A regular contribution investment-linked plan

Provide protection and potential investment returns

Choice of investment funds

Protection and investment covers from RM5/daily
","Family Takaful"
"Savings/Investment","FlexiSecure-i Link","A regular contribution investment-linked plan

Choice of investment funds

Certificate term up to age 99

Protection and investment covers from RM5/daily
","Family Takaful"
"Savings/Investment","LegacySecure-i Link","A regular contribution investment-linked plan

Greater protection with additional coverage for accidental death

Gain loyalty bonus to boost coverage

No medical check-up is required up to RM 4 mil

Planning your legacy through Hibah
","Family Takaful"
"H&P","FlexiCare-i Plus","A regular contribution investment-linked plan

Provide protection and potential investment returns

Choice of investment funds

Protection and investment covers from RM5/daily
","Family Takaful"
"H&P","FlexiSecure-i Link","A regular contribution investment-linked plan

Choice of investment funds

Certificate term up to age 99

Protection and investment covers from RM5/daily
","Family Takaful"
"H&P","i-Am Care","A pure protection medical and health plan.

Comes with medical card.

Simplified underwriting and no medical underwriting.

No lifetime limit.

No co-payment if room and board does not exceed the plan!

Coverage up to age 55 years old.
","Family Takaful"
"Savings/Investment","EduCare-i Link","A dynamic investment-linked child education plan

Offers support with the enormous education cost

Helps to achieve your child’s dream

Gives you peace of mind
","Family Takaful"
"Savings/Investment","GoldenCare-i Style","A single contribution investment-linked plan

Satisfy your risk appetite

Investment-linked funds to match your needs

Access your money at any time
 
","Family Takaful"
"Savings/Investment","GoldenSecure-i Style","A single contribution investment-linked plan 

Maximise your investment potentials

Satisfy your risk appetite 

Access your money at any time
","Family Takaful"
"Savings/Investment","FlexiCare-i Plus","A regular contribution investment-linked plan

Provide protection and potential investment returns

Choice of investment funds

Protection and investment covers from RM5/daily
","Family Takaful"
"Savings/Investment","FlexiSecure-i Link","A regular contribution investment-linked plan

Choice of investment funds

Certificate term up to age 99

Protection and investment covers from RM5/daily
","Family Takaful"
"TBD","AutoSecure-i","Helps to settles outstanding hire purchase financing in the unfortunate event

Coverage up to age 65

Protects you wherever you go

Ensures your car will remain yours
","Family Takaful"
"TBD","HomeSecure-i","A single contribution reducing term takaful financing for your home loan.

Coverage up to age 60

Protects your family from eviction

Ensures your family has a home forever
","Family Takaful"
"TBD","FinanceSecure-i","A single contribution reducing term takaful plan

Helps to settle the outstanding personal financing debt in the event of eventualities

Gives you peace of mind

One-off payment for maximum coverage
","Family Takaful"
"TBD","Group Secure-i","A group takaful plan for employees against unfortunate events

24/7 protection coverage

Increases productivity with best package

Show them you care
","Family Takaful"
"TBD","AutoSecure-i","Helps to settles outstanding hire purchase financing in the unfortunate event

Coverage up to age 65

Protects you wherever you go

Ensures your car will remain yours
","Family Takaful"
"Scraped at",":","2024-07-06 11:22 +08",""
