"product_type","product_name","product_description","insurance_type"
"Medical","FWD Medical Plus Rider","Getting quality treatment here can be time consuming. With this takaful add-on, we can fast-track your medical care with ease","Family Takaful"
"Medical","FWD Medical Rider","Getting quality treatment here can be time consuming. With this takaful add-on, we can fast-track your medical care with ease.","Family Takaful"
"Medical","FWD Medsecure Direct","A regular step-up contribution takaful plan for a daily hospital income during hospitalisation.","Family Takaful"
"Life","FWD Payor Enhanced (Premium Waiver)","Provides waiver of premium upon death, TPD or on diagnosis of any of the 44 critical illness","Life Insurance"
"Life","FWD Payor Lite Rider","With this add-on, keep all wealth plans for your family going even after you pass on or have a total and permanent disability.","Family Takaful"
"Life","FWD Payor Rider","Keep all wealth plans for your family going even after you have a critical illness, die, or have a permanent disability.","Family Takaful"
"Life","FWD Protect Direct","A protection takaful that covers death for you and your family without the involvement of intermediaries.","Family Takaful"
"Life","FWD SpecialCare Direct","A plan for children and parents that covers autism, Tourette’s and ADHD. We’ll pay up to RM100,000 from RM28.95/month.","Family Takaful"
"Medical","FWD SpecialMed 2","Online medical plan tailored for people with learning, visual, and hearing disabilities.","Family Takaful"
"Life, Savings/Investment","FWD WealthLink","Build a safety net with increasing coverage for you & your loved ones.","Life Insurance"
"Life, Savings/Investment","FWD WealthLink Pro","Boost your protection and build wealth with FWD WealthLink Pro","Life Insurance"
"Life, Critical Illness","FWD i-Lindung Term Takaful & Critical Illness Plan","Auto-renewable plans exclusive for EPF members. Cover yourself or along with family.","Family Takaful"
"Life","GoSecure & GoSecure+","Secure the legacy of your life & business & have the flexibility to choose policy & payment terms","Life Insurance"
"Life","PA Cover+","An essential accident protection & life insurance plan which offers benefits such as No Claim Bonus.","Life Insurance"
"TBD","Qaseh","4 simple plans to meet your needs, ranging from insurance coverage to savings, and other great benefits.","Life Insurance"
"TBD","Qaseh Bakti Plus","A health insurance plan that eases your financial burden for worry-free recovery.","Life Insurance"
"TBD","QasehLink Pintar","Helps you accumulate wealth while providing valuable insurance protection.","Life Insurance"
"Life","i-Care","From only RM9.75 a month, i-Care offers you affordable life insurance for you & your family","Life Insurance"
"Life","i-FlexCover","Adjust your life insurance coverage in Malaysia anytime, at no extra charge.","Life Insurance"
"Medical","i-Med","From only RM41.85/month, i-Med offers you affordable medical insurance in Malaysia.","Life Insurance"
"Critical Illness","i-Protect & i-Protect Plus","From only RM7.60/month, i-Protect & i-Protect Plus offers you affordable critical illness insurance in Malaysia.","Life Insurance"
"Scraped at",":","2024-07-06 12:47 +08",""
