"company","product_type","product_name","product_description","insurance_type"
"Sun Life","Life","Sun Legacy Shield","(This is a takaful product)

 

Regular contribution investment-linked takaful plan that helps you expand your wealth and legacy during your lifetime and safeguard your loved ones.","Family Takaful"
"Sun Life","Life","Sun Apex-i","(This is a takaful product)

 

Surplus sharing regular contribution universal takaful plan that secures your legacy and/or business during your lifetime.","Family Takaful"
"Berjaya Sompo","Motor","Secure Warranty","Provides coverage against unforeseen mechanical & electrical component failures of your used vehicle.","General Insurance"
"Takaful Ikhlas","Motor","IKHLAS Private Car Comprehensive Plus Takaful","Provide road tax service with motor takaful quotation at one go. A Shariah compliant plan with complimentary RM10,000 Personal Accident, all authorized drivers automatically cover and complimentary 24 hours Bantuan Ikhlas Road Assist Service. 6 month or 12 months 0% instalment plan is made available. 

 

Note: Click on ""GET A QUOTE ONLINE"" to be directed to Takaful Ikhlas General Berhad's website. Thereafter, CIMB Group Privacy Policy will cease to apply.","General Takaful"
"Berjaya Sompo","Motor","Purchase Price GAP","With PPG Insurance, your car's value will remain the same for up to 5 years in the event of total loss due to accidental damage, fire and/or theft.","General Insurance"
"Berjaya Sompo","Motor","Secure Motor","Enjoy comprehensive coverage for your private vehicles with enhanced coverage such as special perils for natural disaster, and many more!

 

 Note : Click on ‘GET A QUOTE ONLINE’ to direct you to Berjaya Sompo Insurance Berhad website. Thereafter, CIMB Group Privacy Policy will cease to apply.","General Insurance"
"Berjaya Sompo","Travel","Sompo Travel Plus","Travel worry-free with improved coverage and a fully-enhanced plan from as low as RM39.


Note : Click on ‘GET A QUOTE ONLINE’ to direct you to Berjaya Sompo Insurance Berhad website. Thereafter, CIMB Group Privacy Policy will cease to apply.","General Insurance"
"Berjaya Sompo","Travel","Secure TravelSafe","Travel to domestic or international locations with peace of mind with COVID-19 coverage and a fully-enhanced plan from as low as RM13.


Note : Click on ‘GET A QUOTE ONLINE’ to direct you to Berjaya Sompo Insurance Berhad website. Thereafter, CIMB Group Privacy Policy will cease to apply.","General Insurance"
"Berjaya Sompo","H&P","Snatch Medz+","A comprehensive insurance plan cover up to RM1.2mil for accidental death and permanent disablement due to snatch; it also covers medical expenses, daily hospital income, loss of cash withdrawn from ATM and personal belonging, unauthorized transaction Touch 'n Go of e-wallet/bank accounts, car loan outstanding balance and domestic travel inconveniences. Everything from just less than RM1.10 per day!


Note : Click on ‘GET A QUOTE ONLINE’ to direct you to Berjaya Sompo Insurance Berhad website. Thereafter, CIMB Group Privacy Policy will cease to apply.
","General Insurance"
"Berjaya Sompo","H&P","Snatch Guard Plus","Snatch Guard Plus provides compensation for the loss of or damage to Personal Effects, cash loss as a result of Snatch Theft or Attempted Snatch Theft occurring within 24 hours of ATM withdrawal, hospitalisation income and bodily injury caused during the Snatch Theft or Attempted Snatch Theft.","General Insurance"
"Berjaya Sompo","H&P","Snatch Shield Plus","Get protected from snatch thefts and attempted snatch thefts, wherever and whenever you are, from as low as RM1 a month.

Note : Click on ‘GET A QUOTE ONLINE’ to direct you to Berjaya Sompo Insurance Berhad website. Thereafter, CIMB Group Privacy Policy will cease to apply.","General Insurance"
"Sun Life","Life (credit-related)","Group Mortgage Reducing Term Assurance (MRTA)","Insurance coverage on your housing loan outstanding based on reducing term should unexpected events happen to you.","Life Insurance"
"Sun Life","Life (credit-related)","Group Mortgage Level Term Assurance (MLTA)","Insurance coverage on your housing loan outstanding based on level term should unexpected events happen to you.","Life Insurance"
"Sun Life","Life (credit-related)","Group Mortgage Reducing Term Takaful (MRTT)","Takaful coverage for your home financing based on reducing term should unexpected events happen to you.","Family Takaful"
"Sun Life","Life (credit-related)","Group Term Financing Takaful","A Takaful plan for Term Financing-i secured by ASB Certificate.","Family Takaful"
"Sun Life","Life (credit-related)","Credit Protector Plus","Enjoy financial security and peace of mind with Credit Protector Plus.","Life Insurance"
"Sun Life","Life (credit-related)","Cash Plus Assurance","Get insurance protection when you take up personal loan with CIMB Bank Berhad.","Life Insurance"
"Sun Life","Life (credit-related)","Group Amanah Saham Assurance (GASA)","Exclusively for those who have taken the Amanah Saham Bumiputra loan, Group Amanah Saham Assurance is a single premium reducing term plan covering Death and Total and Permanent Disability (TPD).","Life Insurance"
"Sun Life","Life (credit-related)","Sun AutoLife","Leave a legacy of ownership to your loved ones with this product which is offered to customers who take up hire purchase loan with CIMB Bank.","Life Insurance"
"Sun Life","Life (credit-related)","Sun Auto Takaful","A surplus sharing single contribution reducing term plan that offers protection to help ease your family member from financial burden by offsetting against the outstanding of your hire purchase financing facility.
","Family Takaful"
"Berjaya Sompo","Property","Home Safe Plus","Gain peace of mind with coverage on your residential building, contents and personal effects.","General Insurance"
"Berjaya Sompo","Property","Houseowner / Householder","Coverage for your building and its contents due to unforeseen events or other perils.","General Insurance"
"Berjaya Sompo","Property","Secure Home","Most home owners have insurance to cover the building that they live in, however, they often overlook the need to cover the contents in their home.

Secure Home is an insurance plan that covers your household goods and personal effects against loss or damage by all risks, including fire, flood, lightning, theft or accidents. In addition, it also offers full theft cover.

Note : Click on ‘GET A QUOTE ONLINE’ to direct you to Berjaya Sompo Insurance Berhad website. Thereafter, CIMB Group Privacy Policy will cease to apply.
","General Insurance"
"Takaful Ikhlas","Property","Houseowner/Householder Takaful","Cover your home and the personal belongings in your house against loss or damage due to fire, lightning, explosions, flood, bursting of water pipes and other perils stated in the Takaful Certificate schedule.","General Takaful"
"","Scraped at",":","2024-09-15 00:21 +08",""
